Modif_taxonomy_FM	ID	order	family	subfamily	genus	subgenus	specificEpithet	infraspecificEpithet	scientificName	scientificNameAuthorship	acceptedNameUsage	namePublishedInYear	country	Locality	locationRemarks	habitat	decimalLongitude	decimalLatitude	geodeticDatum	Easting_EPSG3035	Northing_EPSG3035	Coord.Uncertainty	Coord.Validator	associatedReferences	PublicationYear	source	researchGroup	Habitat_Florian	Access_Florian	order_FM	family_FM	subfamily_FM	genus_FM	subgenus_FM	specificEpithet_FM	infraspecificEpithet_FM	scientificName_FM	FM_dwc_identificationQualifier	FM_identification_addendum	scientificNameAuthorship_FM	acceptedNameUsage_FM	namePublishedInYear_FM
	4725	Harpacticoida	Parastenocarididae	Fontinalicaridinae	Proserpinicaris	NULL	proserpina	NULL	Proserpinicaris proserpina	(Chappuis, 1938)	Proserpinicaris proserpina (Chappuis, 1938)	1938	Italy	Minturno Municipality, Fiume Garigliano (river)	hyporheic habitat	Aquifer in unconsolidated sediments:hyporeic	13.7701	41.2371	EPSG: 4326	4638243.927	2023099.514	2 km	Emma Galmarini	Bruno M.C., Cottarelli V. (1998) Description of Parastenocaris amalasuntae n.sp. and new data on Parastenocaris proserpina and Parastenocaris pasquinii from subterranean waters of central Italy (Copepoda, Harpacticoida). Ital. J. Zool., 65: 121-136	1998	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Harpacticoida	Parastenocarididae	Fontinalicaridinae	Proserpinicaris	NULL	proserpina	NULL	Proserpinicaris proserpina			(Chappuis, 1938)	Proserpinicaris proserpina (Chappuis, 1938)	1938
	6299	Harpacticoida	Canthocamptidae	Canthocamptinae	Paramorariopsis	NULL	anae	NULL	Paramorariopsis anae	Brancelj, 1991	Paramorariopsis anae Brancelj, 1991	1991	Slovenia	Osapska Jama, Osp	epikarst	Karst:unsaturated	13.8626	45.572	EPSG: 4326	4622792.174	2503324.905	0.1 km	Emma Galmarini	Brancelj A. (1991) Paramorariopsis anae gen n., sp. n. and the female of Ceuthonectes rouchi Petkovski, 1984 - two interesting harpacticoids (Copepoda: Crustacea) from caves in Slovenia (NW Yugoslavia). Stygologia, 6(4): 193-200	1991	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Paramorariopsis	NULL	anae	NULL	Paramorariopsis anae			Brancelj, 1991	Paramorariopsis anae Brancelj, 1991	1991
	4073	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Nervesa della Battaglia; Fontana di Val Boera, Castelviero (Montello); UTM TL87	spring water, saturated karst	Karst:saturated	12.1867	45.8358	EPSG: 4326	4491087.587	2527279.457	0.1 km	Emma Galmarini	Stoch F., Tomasin G. (2002) La fauna delle acque carsiche sotterranee del Montello. Speleologia Veneta, 10: 41-70	2002	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Spring	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	6300	Harpacticoida	Canthocamptidae	Canthocamptinae	Paramorariopsis	NULL	brigitae	NULL	Paramorariopsis brigitae	Brancelj, 2011	Paramorariopsis brigitae Brancelj, 2011	2011	Slovenia	0.7 km south of Brest, and 10 km south of Ljubljana	well, saturated porous but probably coming from the deeper karstic aquifer	Aquifer in unconsolidated sediments:saturated	14.495	45.961	EPSG: 4326	4669644.3	2549211.853	0.1 km	Emma Galmarini	Brancelj A. (2011) Copepoda from a deep-groundwater porous aquifer in contact with karst: description of a new species, Paramorariopsis brigitae n. sp. (Copepoda, Harpacticoida). Crustaceana, Studies on Freshwater Copepoda, 85-104	2011	Literature: D. Galassi	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Harpacticoida	Canthocamptidae	Canthocamptinae	Paramorariopsis	NULL	brigitae	NULL	Paramorariopsis brigitae			Brancelj, 2011	Paramorariopsis brigitae Brancelj, 2011	2011
	4070	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Volpago del Montello; Busa di Castel Sotterra (68 V/TV), Presa 10 (Montello); UTM TL77	unsaturated karst	Karst:saturated	12.127	45.8059	EPSG: 4326	4486536.243	2523827.123	0.1 km	Emma Galmarini	Stoch F., Tomasin G. (2002) La fauna delle acque carsiche sotterranee del Montello. Speleologia Veneta, 10: 41-70	2002	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst		Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	5199	Cyclopoida	Cyclopidae	Cyclopinae	Graeteriella	Graeteriella	unisetigera	NULL	Graeteriella (Graeteriella) unisetigera	(Graeter, 1908)	Graeteriella (Graeteriella) unisetigera (Graeter, 1908)	1908	Germany	Site scanned from map	NULL	NULL	8.654	49.573	EPSG: 4326	4223634.413	2940915.892	20 km	Mattia Di Cicco	Ronneberger D. (1975) Zur Kenntnis der Grundwasserfauna des Saale-Einzugsgebietes (Thuringen). Limnologica, 9(3): 323-419	1975	Literature: F. Malard	NULL	Aquatic, Freshwater, Subsurface		Cyclopoida	Cyclopidae	Cyclopinae	Graeteriella	Graeteriella	unisetigera	NULL	Graeteriella (Graeteriella) unisetigera			(Graeter, 1908)	Graeteriella (Graeteriella) unisetigera (Graeter, 1908)	1908
	6301	Harpacticoida	Canthocamptidae	Canthocamptinae	Paramorariopsis	NULL	irenae	NULL	Paramorariopsis irenae	Brancelj, 2006	Paramorariopsis irenae Brancelj, 2006	2006	Slovenia	Letuska jama cave, close to the town Mozirje, northeast Slovenia	epikarst habitat, percolating water	Karst:unsaturated	15.0029	46.3235	EPSG: 4326	4706375.303	2591900.12	0.1 km	Emma Galmarini	Brancelj A. (2006) The epikarst habitat in Slovenia and the description of a new species. Journal of Natural History, 40/7-8): 403-413	2006	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Paramorariopsis	NULL	irenae	NULL	Paramorariopsis irenae			Brancelj, 2006	Paramorariopsis irenae Brancelj, 2006	2006
	6	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	elaphoides	elaphoides	Elaphoidella elaphoides elaphoides	(Chappuis, 1924)	Elaphoidella elaphoides elaphoides (Chappuis, 1924)	1924	Greece	Scanned from map (F. Malard)	NULL	NULL	20.219	39.559	EPSG: 4326	5201228.086	1888984.524	10 km	Mattia Di Cicco	Pesce G.L. (1986) Arpacticoidi stigobionti di Grecia (Crustacea: Copepoda). S.R.S.N. Convegno di Zoologia Ellenica, Roma, Crucitti ed., 25-32	1986	Literature: D. Galassi	NULL	Aquatic, Freshwater, Subsurface		Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	elaphoides	elaphoides	Elaphoidella elaphoides elaphoides			(Chappuis, 1924)	Elaphoidella elaphoides elaphoides (Chappuis, 1924)	1924
	7	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	elaphoides	elaphoides	Elaphoidella elaphoides elaphoides	(Chappuis, 1924)	Elaphoidella elaphoides elaphoides (Chappuis, 1924)	1924	Greece	Scanned from map (F. Malard)	NULL	NULL	20.219	39.559	EPSG: 4326	5201228.086	1888984.524	10 km	Mattia Di Cicco	Pesce G.L. (1986) Arpacticoidi stigobionti di Grecia (Crustacea: Copepoda). S.R.S.N. Convegno di Zoologia Ellenica, Roma, Crucitti ed., 25-32	1986	Literature: D. Galassi	NULL	Aquatic, Freshwater, Subsurface		Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	elaphoides	elaphoides	Elaphoidella elaphoides elaphoides			(Chappuis, 1924)	Elaphoidella elaphoides elaphoides (Chappuis, 1924)	1924
	4080	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Ascianello; well along the main road SS 326	freshwater well (saturated porous)	Aquifer in unconsolidated sediments:saturated	11.8037	43.1464	EPSG: 4326	4468123.885	2228301.416	0.5 km	Emma Galmarini	Pesce G.L., Galassi D.M.P., Apostolov A. (1987) The Genus Elaphoidella Chappuis (Copepoda: Harpacticoida) in Italy, including the description of five new species. Boll. Zool., 54: 177-185	1987	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	3972	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	cvetkae	NULL	Elaphoidella cvetkae	Petkovski, 1983	Elaphoidella cvetkae Petkovski, 1983	1983	Italy	Montefosca, Grotta II a S del M. Tricesa (Fr 2437), UTM UM71	unsaturated karst	Karst:saturated	13.4315	46.19	EPSG: 4326	4586108.061	2570219.976	0.1 km	Emma Galmarini	Stoch F. (1996) La fauna delle acque carsiche sotterranee delle Valli del Torre e del massiccio La Bernadia. Mem. Ist. It. Spel., ser. II, 8: 81-88	1996	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	cvetkae	NULL	Elaphoidella cvetkae			Petkovski, 1983	Elaphoidella cvetkae Petkovski, 1983	1983
	4082	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Monte di Malo; Buso della Rana (40 V/VI), Maddalena (Lessinian Mountains); UTM PR85 TYPE LOCALITY	cave waters, unsaturated karst	Karst:saturated	11.3619	45.6506	EPSG: 4326	4427302.895	2505197.341	0.1 km	Emma Galmarini	Chappuis P.A. (1928) Nouveaux Cop«∏podes cavernicoles. Bul. Soc. St. Cluj, 4(2): 20-34	1928	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	3257	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	elaphoides	elaphoides	Elaphoidella elaphoides elaphoides	(Chappuis, 1924)	Elaphoidella elaphoides elaphoides (Chappuis, 1924)	1924	Greece	Scanned from map (F. Malard)	NULL	Aquifer in unconsolidated sediments:saturated	24.113	38.505	EPSG: 4326	5552368.392	1827713.755	0.1 km	Mattia Di Cicco	Pesce G.L. (1986) Arpacticoidi stigobionti di Grecia (Crustacea: Copepoda). S.R.S.N. Convegno di Zoologia Ellenica, Roma, Crucitti ed., 25-32	1986	Literature: D. Galassi	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment		Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	elaphoides	elaphoides	Elaphoidella elaphoides elaphoides			(Chappuis, 1924)	Elaphoidella elaphoides elaphoides (Chappuis, 1924)	1924
	4084	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Lonigo; Cogolo delle Tette (36 V/VI), Val Pizzarda (Monti Berici)	cave waters, unsaturated karst	Karst:saturated	11.4273	45.3847	EPSG: 4326	4432947.095	2475788.059	0.1 km	Emma Galmarini	Stoch F. (2002) Collection (Rome)	2002	Collection: F. Stoch	F. Stoch: Rome: Italy	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	6302	Harpacticoida	Parastenocarididae	Parastenocaridinae	Parastenocaris	NULL	andreji	NULL	Parastenocaris andreji	Brancelj, 2000	Parastenocaris andreji Brancelj, 2000	2000	Slovenia	Dimnice, Markov?cina	unsaturated karst/cave	Karst:saturated	14.0404	45.5636	EPSG: 4326	4636717.148	2503130.333	0.1 km	Emma Galmarini	Pipan T., Holt N., Culver D.C. (2010) How to protect a diverse, poorly known, inaccessible fauna: identification and protection of source and sink habitats in the epikarst. Aquatic Conserv: Mar. Freshw. Ecosyst., 20: 748-755	2010	Literature: D. Galassi	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst		Harpacticoida	Parastenocarididae	Parastenocaridinae	Parastenocaris	NULL	andreji	NULL	Parastenocaris andreji			Brancelj, 2000	Parastenocaris andreji Brancelj, 2000	2000
	4682	Harpacticoida	Parastenocarididae	Parastenocaridinae	Parastenocaris	NULL	triphyda	NULL	Parastenocaris triphyda	Cottarelli & Bruno, 1993	Parastenocaris triphyda Cottarelli & Bruno, 1993	1993	Italy	Grotta del Bue Marino (cave) (12Sa), Cala Gonone, UTM NK55	karst: interstitial habitat in cave	Karst:saturated	9.623	40.2467	EPSG: 4326	4288760.636	1905800.363	0.1 km	Emma Galmarini	Cottarelli V., Bruno M.C. (1993) Harpacticoida (Crustacea, Copepoda) from subterranean waters of Bue Marino cave, Sardinia, and St. BartÇlÇmy cave, Corsica, and description of three new species. Int. J. Speleol., 22: 97-119	1993	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave, Hyporheic zone	Harpacticoida	Parastenocarididae	Parastenocaridinae	Parastenocaris	NULL	triphyda	NULL	Parastenocaris triphyda			Cottarelli & Bruno, 1993	Parastenocaris triphyda Cottarelli & Bruno, 1993	1993
	4499	Harpacticoida	Ameiridae	Ameirinae	Nitocrella	NULL	psammophila	NULL	Nitocrella psammophila	Chappuis, 1954	Nitocrella psammophila Chappuis, 1954	1954	Italy	Fiume Meschio, Sacile, ambiente iporreico (6)	hyporheic	Aquifer in unconsolidated sediments:hyporeic	12.4518	45.9475	EPSG: 4326	4511308.323	2540315.642	10 km	Emma Galmarini	Kiefer F. (1968) Subterrane Cyclopoida und Harpacticoida (Crustacea Copepoda) aus Norditalien. Mem. Mus. Civ. St. Nat. Verona, 16: 157-198	1968	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Harpacticoida	Ameiridae	Ameirinae	Nitocrella	NULL	psammophila	NULL	Nitocrella psammophila			Chappuis, 1954	Nitocrella psammophila Chappuis, 1954	1954
	6303	Harpacticoida	Parastenocarididae	Parastenocaridinae	Parastenocaris	NULL	andreji	NULL	Parastenocaris andreji	Brancelj, 2000	Parastenocaris andreji Brancelj, 2000	2000	Slovenia	Zupanova jama (cave), Lubjana	unsaturated karst	Karst:saturated	14.6397	45.9129	EPSG: 4326	4681170.324	2544569.317	0.5 km	Emma Galmarini	Pipan T., Holt N., Culver D.C. (2010) How to protect a diverse, poorly known, inaccessible fauna: identification and protection of source and sink habitats in the epikarst. Aquatic Conserv: Mar. Freshw. Ecosyst., 20: 748-755	2010	Literature: D. Galassi	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Parastenocarididae	Parastenocaridinae	Parastenocaris	NULL	andreji	NULL	Parastenocaris andreji			Brancelj, 2000	Parastenocaris andreji Brancelj, 2000	2000
	6304	Harpacticoida	Parastenocarididae	Parastenocaridinae	Parastenocaris	NULL	andreji	NULL	Parastenocaris andreji	Brancelj, 2000	Parastenocaris andreji Brancelj, 2000	2000	Slovenia	NW Slovenia, Jesenice Municipality, Javornik	Saturates porous, well	Aquifer in unconsolidated sediments:saturated	14.091	46.428	EPSG: 4326	4635607.079	2599191.379	5 km	Emma Galmarini	Brancelj A. (2000) Parastenocaris andreji n. sp. (Crustacea. Copepoda)- the first record of the genus in Slovenia (SE Europe). Hydrobiologia, 437: 235-239	2000	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Harpacticoida	Parastenocarididae	Parastenocaridinae	Parastenocaris	NULL	andreji	NULL	Parastenocaris andreji			Brancelj, 2000	Parastenocaris andreji Brancelj, 2000	2000
	6329	Harpacticoida	Parastenocarididae	Parastenocaridinae	Parastenocaris	NULL	gertrudae	NULL	Parastenocaris gertrudae	Kiefer, 1968	Parastenocaris gertrudae Kiefer, 1968	1968	Slovenia	Baca river, tributary of Soca river	hyporheic	Aquifer in unconsolidated sediments:hyporeic	13.7699	46.1478	EPSG: 4326	4612455.54	2566805.362	0.5 km	Emma Galmarini	Mori N. (2008) The impact of gravel extraction on hyporheic ecology: a case study of the Baca river (W Slovenia). Thesis, University of Nova Gorica, 104 pp.	2008	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Harpacticoida	Parastenocarididae	Parastenocaridinae	Parastenocaris	NULL	gertrudae	NULL	Parastenocaris gertrudae			Kiefer, 1968	Parastenocaris gertrudae Kiefer, 1968	1968
	6330	Harpacticoida	Canthocamptidae	Canthocamptinae	Pesceus	NULL	gasparoi	NULL	Pesceus gasparoi	(Stoch, 1998)	Pesceus gasparoi (Stoch, 1998)	1998	Slovenia	Vir?nica cave (Radensko Polje)	unsaturated karst	Karst:saturated	14.7055	45.9041	EPSG: 4326	4686329.704	2543914.677	0.1 km	Emma Galmarini	Stoch F. (1998) Paracamptus gasparoi n. sp. (Copepoda Harpacticoida) from cave waters in Slovenia. Acta Biologica Slovenica, 42(1): 5-11	1998	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Pesceus	NULL	gasparoi	NULL	Pesceus gasparoi			(Stoch, 1998)	Pesceus gasparoi (Stoch, 1998)	1998
	6370	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	infernus	NULL	Speocyclops infernus	(Kiefer, 1930)	Speocyclops infernus (Kiefer, 1930)	1930	Slovenia	Letuska Jama	karst groundwater/cave	Karst	15.0029	46.3235	EPSG: 4326	4706375.303	2591900.12	0.1 km	Emma Galmarini	Brancelj A. (2006) The epikarst habitat in Slovenia and the description of a new species. Journal of Natural History, 40/7-8): 403-413	2006	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	infernus	NULL	Speocyclops infernus			(Kiefer, 1930)	Speocyclops infernus (Kiefer, 1930)	1930
	6371	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	infernus	NULL	Speocyclops infernus	(Kiefer, 1930)	Speocyclops infernus (Kiefer, 1930)	1930	Slovenia	Baca river, tributary of Soca river	hyporheic	Aquifer in unconsolidated sediments:hyporeic	13.7699	46.1478	EPSG: 4326	4612455.54	2566805.362	0.5 km	Emma Galmarini	Mori N. (2008) The impact of gravel extraction on hyporheic ecology: a case study of the Baca river (W Slovenia). Thesis, University of Nova Gorica, 104 pp.	2008	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	infernus	NULL	Speocyclops infernus			(Kiefer, 1930)	Speocyclops infernus (Kiefer, 1930)	1930
	4094	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	ruffoi	NULL	Elaphoidella ruffoi	Chappuis, 1953	Elaphoidella ruffoi Chappuis, 1953	1953	Italy	Monte di Malo; Buso della Rana (40 V/VI), Monte di Malo; UTM PR85	unsaturated karst in cave	Karst:saturated	11.3619	45.6506	EPSG: 4326	4427302.895	2505197.341	0.1 km	Emma Galmarini	Chappuis P.A. (1954) Nouveaux crustaces troglobies de l'Italie du Nord. Mem. Mus. Civ. St. Nat. Verona, 4: 1-12	1954	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	ruffoi	NULL	Elaphoidella ruffoi			Chappuis, 1953	Elaphoidella ruffoi Chappuis, 1953	1953
yes	4095	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	sp. A	NULL	Elaphoidella sp. A	NULL	NULL	NULL	Italy	Fontanon di Goriuda (Fr 1)	karst: saturated zone/cave	Karst:saturated	13.4357	46.3915	EPSG: 4326	4585438.31	2592589.076	0.1 km	Emma Galmarini	Stoch F. (2011) La fauna cavernicola delle Alpi Giulie con particolare riguardo al Massiccio del Canin. Memorie dell'Istituto Italiano di Speleologia, s. II, 24: 99-113	2011	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	sp. A	NULL	Elaphoidella sp. A			NULL	NULL	NULL
yes	4096	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	sp. B	NULL	Elaphoidella sp. B	NULL	NULL	NULL	Italy	Pulfero, Grotta di San Giovanni d'Antro (Fr 43)	Karst: unsaturated zone/cave	Karst:saturated	13.473	46.151	EPSG: 4326	4589505.786	2566042.595	0.1 km	Ilaria Vaccarelli	Stoch F. (2002) Collection (Rome)	2002	Collection: F. Stoch	F. Stoch: Rome: Italy	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	sp. B	NULL	Elaphoidella sp. B			NULL	NULL	NULL
yes	4097	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	sp. I1	NULL	Elaphoidella sp. I1	NULL	NULL	NULL	Italy	Grotta dell'Arena (476 V/VR), Malga Bagorno	karstUnsaturated Zone	Karst:saturated	11.093	45.583	EPSG: 4326	4406421.151	2497349.645	0.1 km	Ilaria Vaccarelli	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.	2004	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi, F. Stoch: L'Aquila: Italy	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	sp. I1	NULL	Elaphoidella sp. I1			NULL	NULL	NULL
yes	4098	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	sp. I1	NULL	Elaphoidella sp. I1	NULL	NULL	NULL	Italy	Tregnago-Cellore	karstSaturated Zone	Aquifer in unconsolidated sediments:saturated	11.161	45.483	EPSG: 4326	4411900.332	2486333.149	0.1 km	Ilaria Vaccarelli	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.	2004	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi, F. Stoch: L'Aquila: Italy	Aquatic, Freshwater, Subsurface, Aquifer		Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	sp. I1	NULL	Elaphoidella sp. I1			NULL	NULL	NULL
